Id,SalePrice
1597,150974.56
1598,195255.15
1599,211079.03
1600,205549.8
1601,77645.5
1602,129187.82
1603,110231.37
1604,275804.25
1605,267362.44
1606,171675.82
1607,169475.32
1608,219610.99
1609,182095.74
1610,140851.01
1611,155287.98
1612,168047.74
1613,163784.01
1614,131268.42
1615,89100.5
1616,83184.0
1617,87515.0
1618,131312.58
1619,140774.97
1620,150155.17
1621,132813.01
1622,139200.55
1623,288435.51
1624,216236.55
1625,143440.59
1626,177886.46
1627,192145.02
1628,290730.1
1629,176594.9
1630,312324.73
1631,219562.9
1632,254329.29
1633,171706.96
1634,185936.94
1635,185667.77
1636,164986.33
1637,162112.16
1638,211272.65
1639,188705.38
1640,234874.32
1641,180154.47
1642,229831.9
1643,241620.01
1644,248299.75
1645,168874.48
1646,160643.0
1647,167927.0
1648,144675.14
1649,141477.9
1650,121207.92
1651,127238.24
1652,96194.0
1653,94812.0
1654,154861.07
1655,173144.4
1656,156809.36
1657,154767.07
1658,155354.8
1659,145076.3
1660,149081.9
1661,384317.58
1662,382739.94
1663,385308.05
1664,404417.98
1665,381250.81
1666,367045.65
1667,341257.19
1668,376200.02
1669,299056.78
1670,391200.49
1671,221295.39
1672,362864.76
1673,294238.41
1674,270643.28
1675,197040.5
1676,198427.36
1677,204527.6
1678,372301.14
1679,347677.58
1680,342545.33
1681,287928.94
1682,328359.17
1683,194742.9
1684,176360.55
1685,174349.16
1686,181854.95
1687,168707.61
1688,194960.95
1689,193829.2
1690,190535.64
1691,178968.14
1692,307644.07
1693,172707.79
1694,180095.54
1695,164894.63
1696,249284.41
1697,169310.34
1698,310325.25
1699,328600.0
1700,226788.75
1701,257897.37
1702,324909.19
1703,304817.26
1704,291319.1
1705,243643.92
1706,346875.61
1707,209304.84
1708,200542.0
1709,292417.24
1710,219095.5
1711,300896.16
1712,307400.85
1713,237425.03
1714,216452.55
1715,211009.92
1716,182036.32
1717,180210.9
1718,142864.4
1719,214605.65
1720,279817.85
1721,183156.67
1722,140914.24
1723,152831.84
1724,219678.79
1725,223187.0
1726,197537.9
1727,175598.04
1728,185974.82
1729,170419.69
1730,176728.12
1731,133748.9
1732,133541.96
1733,130381.64
1734,134699.08
1735,135541.16
1736,127556.45
1737,366165.62
1738,212415.47
1739,242361.3
1740,191093.61
1741,195572.54
1742,171033.7
1743,177969.85
1744,322175.82
1745,211959.5
1746,247230.0
1747,209710.26
1748,210046.63
1749,156068.06
1750,148421.0
1751,221727.75
1752,127926.0
1753,148492.5
1754,207152.0
1755,182878.74
1756,125811.24
1757,124579.28
1758,168880.6
1759,165300.0
1760,150259.5
1761,146075.0
1762,154248.6
1763,159270.34
1764,129357.58
1765,191120.48
1766,184853.24
1767,208679.48
1768,142398.9
1769,179283.0
1770,143069.48
1771,134242.42
1772,144191.18
1773,141760.08
1774,138329.34
1775,137384.0
1776,122451.72
1777,115135.48
1778,133532.0
1779,126946.96
1780,180083.02
1781,137973.37
1782,109446.48
1783,125958.98
1784,88117.5
1785,128965.0
1786,146516.82
1787,179485.14
1788,75680.0
1789,111639.08
1790,81721.5
1791,192503.93
1792,149649.9
1793,158667.85
1794,151262.0
1795,141736.19
1796,144799.8
1797,127197.48
1798,132985.74
1799,109908.66
1800,118424.12
1801,128743.03
1802,162885.82
1803,174719.37
1804,146887.58
1805,142752.0
1806,133349.58
1807,151028.13
1808,130859.39
1809,115795.43
1810,134810.98
1811,104414.5
1812,111143.55
1813,125243.82
1814,112316.82
1815,77832.58
1816,90343.58
1817,116291.82
1818,149518.32
1819,123405.84
1820,88978.04
1821,129342.55
1822,160729.72
1823,80586.5
1824,133359.87
1825,125413.92
1826,96887.52
1827,119955.08
1828,124542.54
1829,148060.43
1830,151147.0
1831,162055.34
1832,118753.18
1833,150193.87
1834,139986.18
1835,158074.34
1836,142917.58
1837,107354.79
1838,136906.92
1839,81756.16
1840,147460.5
1841,148347.0
1842,82330.0
1843,144788.88
1844,144955.04
1845,133940.23
1846,164895.32
1847,147223.06
1848,78360.87
1849,134833.56
1850,133322.32
1851,157161.55
1852,136756.5
1853,140062.0
1854,176446.0
1855,175403.03
1856,213872.65
1857,156020.77
1858,131507.7
1859,129844.3
1860,147556.0
1861,129987.3
1862,265126.97
1863,265362.12
1864,265362.12
1865,386036.87
1866,366310.05
1867,284184.09
1868,303420.64
1869,200737.05
1870,293949.25
1871,270255.39
1872,175084.69
1873,224200.9
1874,145464.92
1875,207868.8
1876,201706.07
1877,203705.8
1878,211755.15
1879,134659.93
1880,137509.58
1881,242080.07
1882,255632.4
1883,205724.0
1884,223718.0
1885,248555.28
1886,305328.22
1887,200912.69
1888,284459.31
1889,169742.6
1890,138631.88
1891,150551.36
1892,116645.48
1893,141680.0
1894,141717.5
1895,147296.1
1896,124875.14
1897,123648.36
1898,118708.56
1899,153052.12
1900,142617.5
1901,148706.65
1902,153314.76
1903,193409.04
1904,142092.9
1905,195764.85
1906,134852.08
1907,215153.22
1908,131654.14
1909,142262.99
1910,139571.67
1911,189048.72
1912,248332.33
1913,139095.71
1914,73391.37
1915,287267.98
1916,88297.0
1917,280686.44
1918,137101.16
1919,181737.82
1920,146807.04
1921,395713.95
1922,366982.93
1923,206497.34
1924,209134.9
1925,224219.7
1926,342682.23
1927,136114.66
1928,155145.87
1929,122756.16
1930,149190.72
1931,138825.48
1932,135510.49
1933,162352.83
1934,189633.78
1935,179906.09
1936,194905.99
1937,176287.92
1938,165604.95
1939,276686.19
1940,201194.0
1941,178913.9
1942,199295.85
1943,207296.03
1944,311788.37
1945,325355.61
1946,185874.88
1947,284750.36
1948,184752.71
1949,215271.78
1950,182795.4
1951,225688.96
1952,208761.14
1953,173061.54
1954,195687.54
1955,133457.75
1956,266250.0
1957,170112.8
1958,299996.75
1959,141977.56
1960,125380.64
1961,129158.16
1962,97726.5
1963,102032.5
1964,115016.5
1965,151003.4
1966,167068.38
1967,309092.63
1968,389356.51
1969,331365.65
1970,359379.41
1971,375287.86
1972,347720.79
1973,273979.41
1974,327131.21
1975,385098.36
1976,277452.87
1977,364071.75
1978,352170.01
1979,336999.04
1980,195518.42
1981,327413.56
1982,225371.78
1983,216470.65
1984,181779.5
1985,212046.75
1986,203827.7
1987,185362.87
1988,176708.08
1989,199996.05
1990,219539.85
1991,203804.4
1992,221974.65
1993,176904.97
1994,225067.84
1995,184130.42
1996,294267.53
1997,307209.22
1998,321070.81
1999,239388.24
2000,280198.65
2001,272173.87
2002,237446.85
2003,267316.37
2004,289816.83
2005,237119.0
2006,227458.91
2007,260900.4
2008,190237.55
2009,200250.5
2010,203479.65
2011,150661.8
2012,181474.99
2013,193457.51
2014,187693.22
2015,211108.65
2016,198631.64
2017,211100.0
2018,133437.24
2019,137444.58
2020,114412.5
2021,126930.66
2022,191109.81
2023,149125.64
2024,225722.16
2025,323425.49
2026,182021.1
2027,152601.22
2028,159251.17
2029,170157.54
2030,272645.37
2031,254321.37
2032,251485.15
2033,259729.87
2034,177847.39
2035,214928.2
2036,227709.5
2037,237857.91
2038,297277.03
2039,236899.16
2040,343890.97
2041,281254.6
2042,213926.8
2043,171688.36
2044,179079.88
2045,218364.14
2046,144912.16
2047,144737.43
2048,137854.5
2049,144170.32
2050,186616.05
2051,101865.16
2052,135588.4
2053,146925.5
2054,83532.32
2055,148535.66
2056,129489.07
2057,131101.24
2058,220070.71
2059,142510.5
2060,155325.84
2061,185341.22
2062,138957.66
2063,111169.61
2064,143179.16
2065,124330.06
2066,183679.61
2067,136087.77
2068,140230.32
2069,96777.14
2070,118138.77
2071,85413.0
2072,151184.82
2073,142870.46
2074,188963.26
2075,157085.35
2076,123606.9
2077,150301.5
2078,132804.74
2079,144100.32
2080,122581.58
2081,132514.98
2082,130917.0
2083,138443.3
2084,120076.48
2085,138299.06
2086,129353.68
2087,130656.96
2088,106265.74
2089,79045.5
2090,133325.51
2091,122034.88
2092,132802.68
2093,115758.58
2094,147956.42
2095,147176.84
2096,84992.5
2097,85284.0
2098,150061.01
2099,75492.08
2100,118400.28
2101,122966.66
2102,144512.0
2103,87536.0
2104,136421.52
2105,121829.85
2106,88460.0
2107,198381.3
2108,123142.58
2109,119236.66
2110,136549.9
2111,158282.52
2112,137463.93
2113,107149.82
2114,116279.0
2115,146635.68
2116,122943.76
2117,153232.55
2118,131218.27
2119,124961.92
2120,109006.04
2121,116268.4
2122,95565.5
2123,90848.0
2124,191861.24
2125,140752.84
2126,169955.39
2127,158322.03
2128,150815.01
2129,131542.0
2130,143530.5
2131,175259.65
2132,128320.38
2133,127519.32
2134,134205.84
2135,105126.32
2136,98475.87
2137,119019.77
2138,136872.0
2139,157159.32
2140,133386.58
2141,148609.22
2142,139624.03
2143,141434.5
2144,127057.34
2145,135090.79
2146,172884.0
2147,155312.9
2148,142323.52
2149,152452.34
2150,206484.84
2151,126101.0
2152,156295.18
2153,148794.18
2154,116561.0
2155,133728.62
2156,229048.14
2157,218111.48
2158,232806.5
2159,196598.19
2160,174673.81
2161,255449.52
2162,379271.87
2163,362234.9
2164,249956.52
2165,184107.5
2166,143952.24
2167,208849.0
2168,212504.41
2169,210383.15
2170,228572.25
2171,139508.5
2172,138513.66
2173,153625.72
2174,233531.25
2175,298985.39
2176,335528.96
2177,235807.7
2178,249060.14
2179,143739.22
2180,212057.87
2181,195782.6
2182,218467.21
2183,198130.8
2184,134966.5
2185,126290.32
2186,158963.5
2187,155768.5
2188,158556.49
2189,163145.17
2190,92147.5
2191,94039.32
2192,97205.0
2193,89790.32
2194,101433.32
2195,123641.98
2196,123163.02
2197,123726.47
2198,160172.0
2199,178426.74
2200,141722.74
2201,157302.71
2202,222005.9
2203,173610.32
2204,154200.71
2205,129319.03
2206,128868.66
2207,260779.0
2208,235500.0
2209,173904.74
2210,135572.14
2211,121258.37
2212,113471.0
2213,116310.03
2214,132514.14
2215,91109.0
2216,142988.4
2217,102922.64
2218,101122.88
2219,79961.5
2220,78769.95
2221,285361.93
2222,226117.12
2223,259092.04
2224,225085.17
2225,136245.09
2226,176605.06
2227,193444.15
2228,279365.19
2229,253885.27
2230,139879.97
2231,229428.59
2232,187453.44
2233,190499.21
2234,255019.78
2235,212882.58
2236,263926.92
2237,305217.97
2238,199800.4
2239,136841.92
2240,172902.08
2241,177204.61
2242,142598.9
2243,119724.3
2244,92614.32
2245,93213.96
2246,148766.5
2247,107026.0
2248,126556.68
2249,128612.34
2250,133646.58
2251,132628.01
2252,196746.12
2253,158519.57
2254,176753.86
2255,198641.24
2256,192219.64
2257,202485.66
2258,172328.17
2259,178366.81
2260,173061.2
2261,205780.13
2262,214244.77
2263,333397.42
2264,340133.61
2265,173208.11
2266,277379.42
2267,341686.18
2268,338161.38
2269,163323.59
2270,184473.88
2271,201348.9
2272,219106.0
2273,169983.5
2274,188129.3
2275,170629.82
2276,190792.79
2277,201705.48
2278,146452.66
2279,131745.08
2280,125830.37
2281,179561.8
2282,188392.12
2283,102998.5
2284,110129.08
2285,156426.7
2286,129073.24
2287,328524.93
2288,312485.65
2289,310610.86
2290,360097.54
2291,327620.76
2292,378132.02
2293,354967.89
2294,363888.91
2295,394429.07
2296,267180.45
2297,320793.27
2298,320373.21
2299,326931.59
2300,321819.44
2301,319755.78
2302,228490.6
2303,259397.31
2304,277542.22
2305,194910.42
2306,195221.77
2307,193431.5
2308,256809.65
2309,281400.75
2310,224529.87
2311,201055.64
2312,177740.43
2313,176379.15
2314,181320.33
2315,176168.82
2316,168996.44
2317,183678.81
2318,179403.22
2319,178957.94
2320,181123.17
2321,268151.13
2322,177374.4
2323,189154.5
2324,173087.6
2325,203747.35
2326,167759.64
2327,213522.2
2328,222187.2
2329,185360.49
2330,181515.14
2331,317624.43
2332,341951.95
2333,292420.35
2334,243685.57
2335,272797.9
2336,302300.95
2337,192136.9
2338,276743.29
2339,234888.06
2340,344645.0
2341,203435.95
2342,233209.7
2343,222125.15
2344,243327.23
2345,257240.37
2346,214460.67
2347,189560.45
2348,259197.41
2349,146110.54
2350,312058.82
2351,251921.82
2352,278061.52
2353,232133.1
2354,140526.14
2355,157969.9
2356,148852.22
2357,198411.45
2358,208920.93
2359,131273.32
2360,127378.92
2361,143112.32
2362,251474.8
2363,145663.58
2364,164314.65
2365,219876.8
2366,217541.42
2367,247990.19
2368,214150.13
2369,243309.3
2370,169730.64
2371,172160.22
2372,192433.25
2373,281819.42
2374,299312.06
2375,247474.93
2376,217741.2
2377,300283.13
2378,156338.59
2379,204315.48
2380,155663.72
2381,184832.63
2382,185433.5
2383,207338.8
2384,230563.24
2385,162281.0
2386,139841.0
2387,135041.16
2388,128541.3
2389,132397.46
2390,143891.12
2391,140112.54
2392,124508.04
2393,174235.5
2394,152772.5
2395,195020.35
2396,149041.4
2397,202396.28
2398,132098.74
2399,76805.0
2400,76356.58
2401,123688.68
2402,134675.82
2403,149988.2
2404,149570.55
2405,159485.14
2406,141872.5
2407,127911.8
2408,145291.66
2409,139825.0
2410,176102.62
2411,126894.32
2412,151074.34
2413,138369.5
2414,133916.16
2415,139211.0
2416,143806.0
2417,133503.08
2418,130605.58
2419,135782.32
2420,130378.16
2421,148558.53
2422,132425.64
2423,128736.78
2424,148360.18
2425,187177.23
2426,133460.5
2427,132496.11
2428,169966.45
2429,126337.48
2430,137907.66
2431,123226.56
2432,137183.66
2433,139778.08
2434,143697.34
2435,154730.42
2436,104702.9
2437,124590.84
2438,125380.24
2439,124477.52
2440,138978.99
2441,101496.08
2442,118537.95
2443,121832.03
2444,114180.14
2445,87375.0
2446,134262.9
2447,246615.26
2448,148229.39
2449,111551.58
2450,170885.5
2451,125466.52
2452,201610.1
2453,94380.66
2454,134267.76
2455,113421.1
2456,133218.98
2457,120995.18
2458,115969.32
2459,119108.53
2460,155194.15
2461,114368.71
2462,132238.35
2463,121494.5
2464,173926.48
2465,155972.52
2466,130118.41
2467,159828.99
2468,91601.5
2469,99284.58
2470,183082.56
2471,197877.21
2472,188684.55
2473,124245.96
2474,112760.27
2475,206546.39
2476,106830.0
2477,129876.82
2478,156431.88
2479,132507.54
2480,148700.22
2481,131598.5
2482,129422.32
2483,127129.11
2484,134763.16
2485,130321.82
2486,152186.92
2487,156357.51
2488,146924.82
2489,165897.35
2490,147436.66
2491,104010.82
2492,189285.75
2493,151831.18
2494,160375.88
2495,107103.01
2496,203629.99
2497,151613.7
2498,125757.48
2499,98525.8
2500,135553.84
2501,141456.84
2502,131984.03
2503,110362.03
2504,196949.37
2505,232633.25
2506,276246.95
2507,298332.06
2508,275120.38
2509,222435.03
2510,231583.13
2511,187123.55
2512,220743.75
2513,237364.0
2514,301594.68
2515,149213.36
2516,170661.67
2517,140846.92
2518,147935.5
2519,234037.9
2520,215183.07
2521,199914.2
2522,225965.25
2523,131720.97
2524,141738.84
2525,145015.08
2526,144328.0
2527,128874.24
2528,135066.66
2529,131626.92
2530,117492.82
2531,225692.9
2532,233011.5
2533,212185.75
2534,261070.67
2535,274438.61
2536,229988.85
2537,235891.37
2538,180817.92
2539,189790.9
2540,180914.38
2541,182964.71
2542,155351.94
2543,137369.42
2544,135369.58
2545,144390.07
2546,148946.0
2547,149237.82
2548,138086.91
2549,149886.35
2550,474147.41
2551,153570.44
2552,127933.42
2553,95107.14
2554,124422.87
2555,111577.34
2556,109489.56
2557,117745.8
2558,142234.34
2559,141511.34
2560,132932.56
2561,135944.0
2562,122088.88
2563,134720.16
2564,169807.09
2565,132329.93
2566,142822.5
2567,128979.3
2568,205824.73
2569,197473.3
2570,135885.82
2571,161366.39
2572,206457.63
2573,219975.13
2574,279964.91
2575,129871.49
2576,137450.78
2577,138015.34
2578,113679.52
2579,84721.87
2580,120416.21
2581,131186.66
2582,119867.42
2583,257708.55
2584,173134.46
2585,180285.65
2586,206538.0
2587,198513.14
2588,148098.0
2589,153208.0
2590,199928.88
2591,195596.74
2592,206353.3
2593,265809.59
2594,178996.15
2595,230906.5
2596,329020.21
2597,204191.05
2598,250338.12
2599,324843.35
2600,172684.09
2601,163441.6
2602,88104.0
2603,94618.14
2604,91053.0
2605,85632.0
2606,149742.46
2607,184283.26
2608,183870.06
2609,148313.62
2610,117214.0
2611,141121.72
2612,153843.84
2613,128560.21
2614,130488.16
2615,168339.74
2616,142785.08
2617,170274.26
2618,205966.03
2619,203313.07
2620,186783.73
2621,193705.93
2622,198768.38
2623,258819.94
2624,252703.93
2625,284223.24
2626,166435.15
2627,207004.03
2628,350773.36
2629,361306.91
2630,314832.05
2631,356586.77
2632,331106.7
2633,298397.84
2634,362774.94
2635,161335.5
2636,203830.29
2637,192707.9
2638,245703.2
2639,176307.44
2640,159375.82
2641,121547.66
2642,190162.35
2643,126299.82
2644,137635.99
2645,98827.0
2646,95598.0
2647,104998.0
2648,161293.72
2649,142882.58
2650,155390.9
2651,159101.71
2652,350743.77
2653,280497.93
2654,249342.85
2655,387291.09
2656,312388.11
2657,302635.16
2658,295145.49
2659,313453.38
2660,317106.38
2661,347199.32
2662,329318.45
2663,276037.87
2664,280670.2
2665,312400.29
2666,287755.84
2667,169508.42
2668,182579.78
2669,178494.25
2670,285804.02
2671,182698.7
2672,189218.85
2673,197966.45
2674,186757.4
2675,181604.3
2676,191133.25
2677,205072.21
2678,252221.0
2679,286768.5
2680,274188.15
2681,360954.55
2682,283624.9
2683,429221.45
2684,289982.64
2685,346998.86
2686,272823.27
2687,325586.53
2688,232953.0
2689,216022.17
2690,342178.36
2691,194853.19
2692,142901.89
2693,199706.3
2694,144104.09
2695,200239.75
2696,186921.99
2697,200517.38
2698,207681.5
2699,185385.17
2700,166894.15
2701,171008.1
2702,133459.64
2703,153963.52
2704,137430.32
2705,130314.9
2706,126135.56
2707,136394.71
2708,135359.58
2709,117331.08
2710,131467.74
2711,228690.8
2712,333066.53
2713,177625.7
2714,158812.12
2715,170476.75
2716,157287.0
2717,186708.47
2718,238550.0
2719,158365.14
2720,185856.12
2721,144903.58
2722,149121.62
2723,154067.5
2724,126714.5
2725,138677.0
2726,145794.32
2727,176036.24
2728,178160.0
2729,137495.5
2730,143816.84
2731,122499.66
2732,129005.11
2733,152264.98
2734,142423.51
2735,136795.87
2736,133785.99
2737,124725.35
2738,143545.5
2739,180290.06
2740,148925.24
2741,150789.52
2742,159416.71
2743,148521.34
2744,147418.08
2745,142684.84
2746,132734.58
2747,157511.46
2748,120451.76
2749,128313.4
2750,137280.52
2751,129238.22
2752,239543.23
2753,153757.31
2754,191912.55
2755,151070.1
2756,97873.58
2757,93515.8
2758,80111.0
2759,158505.71
2760,131354.06
2761,139247.0
2762,145458.0
2763,191482.48
2764,177156.32
2765,227043.7
2766,133082.88
2767,98521.32
2768,139316.0
2769,134659.08
2770,166411.5
2771,126333.9
2772,129712.58
2773,141553.22
2774,137569.5
2775,123423.5
2776,151200.4
2777,164129.75
2778,123574.0
2779,130136.54
2780,108066.92
2781,113514.81
2782,100958.58
2783,107271.24
2784,125085.4
2785,138286.85
2786,79922.5
2787,126648.66
2788,108105.53
2789,186920.7
2790,100377.0
2791,129904.72
2792,91683.08
2793,160352.2
2794,107203.9
2795,128056.43
2796,123015.74
2797,203936.31
2798,114283.98
2799,118726.06
2800,84034.0
2801,121852.55
2802,134390.37
2803,173716.97
2804,140390.06
2805,98147.14
2806,110577.87
2807,161123.5
2808,144725.32
2809,131613.66
2810,138173.03
2811,155102.5
2812,153920.14
2813,146208.32
2814,145569.84
2815,117838.82
2816,227469.24
2817,143481.46
2818,131736.71
2819,186715.35
2820,147811.64
2821,110403.08
2822,209035.84
2823,217256.68
2824,167342.82
2825,151558.62
2826,133718.53
2827,146680.18
2828,215406.23
2829,200836.06
2830,237896.86
2831,190488.05
2832,215482.82
2833,301551.2
2834,227617.2
2835,215683.0
2836,204791.8
2837,187175.41
2838,151236.35
2839,185797.61
2840,201919.75
2841,211055.65
2842,230265.6
2843,140836.51
2844,176538.72
2845,128692.58
2846,224241.65
2847,198457.31
2848,224217.24
2849,212843.9
2850,299354.59
2851,229459.25
2852,241636.17
2853,234579.5
2854,141979.75
2855,202936.72
2856,209442.92
2857,199955.32
2858,197582.65
2859,127871.26
2860,135871.5
2861,142773.42
2862,213001.0
2863,137141.98
2864,239233.5
2865,152834.44
2866,147532.0
2867,85403.84
2868,149219.36
2869,125750.98
2870,149030.12
2871,107463.5
2872,74574.0
2873,108106.82
2874,139378.55
2875,147267.9
2876,160618.53
2877,145653.46
2878,166886.54
2879,129511.79
2880,107063.84
2881,140879.52
2882,146277.8
2883,184225.2
2884,189096.05
2885,163009.66
2886,159792.19
2887,104713.03
2888,138990.57
2889,66167.0
2890,79560.5
2891,145128.64
2892,80329.0
2893,107515.87
2894,77078.5
2895,293715.42
2896,278203.43
2897,203634.6
2898,162034.6
2899,238351.42
2900,158296.3
2901,202997.61
2902,197985.22
2903,320656.76
2904,307358.37
2905,118889.98
2906,206178.58
2907,116266.51
2908,132397.16
2909,154649.04
2910,85360.0
2911,86951.0
2912,150957.84
2913,89557.32
2914,85779.0
2915,86391.5
2916,87903.0
2917,152070.5
2918,130486.03
2919,242140.66
